AT (Original),AT (Min-Max),AT (Z-Score),V (Original),V (Min-Max),V (Z-Score),AP (Original),AP (Min-Max),AP (Z-Score),RH (Original),RH (Min-Max),RH (Z-Score),PE (Original),PE (Min-Max),PE (Z-Score)
13.61,16.67,-0.81,41.16,6.41,-1.03,1020.49,0.68,1.22,75.09,0.66,0.12,462.67,1.00,0.49
22.50,17.93,0.38,45.38,6.78,-0.70,1014.11,0.53,0.14,65.08,0.53,-0.56,458.19,1.00,0.22
28.24,18.74,1.15,65.27,8.55,0.86,1013.43,0.51,0.03,48.74,0.31,-1.68,439.36,1.00,-0.88
30.04,19.00,1.39,67.25,8.73,1.02,1017.65,0.61,0.74,52.84,0.37,-1.40,435.17,1.00,-1.12
14.38,16.78,-0.71,44.84,6.73,-0.74,1024.59,0.78,1.91,81.68,0.75,0.57,471.60,1.00,1.01
24.78,18.25,0.69,68.63,8.85,1.13,1013.96,0.52,0.12,43.70,0.24,-2.03,448.43,1.00,-0.35
19.99,17.58,0.05,40.79,6.37,-1.06,1003.15,0.25,-1.70,87.55,0.83,0.98,455.28,1.00,0.05
16.01,17.01,-0.49,43.69,6.63,-0.84,1017.12,0.60,0.65,62.43,0.49,-0.75,465.89,1.00,0.68
29.09,18.86,1.27,72.43,9.19,1.43,1006.86,0.35,-1.08,65.47,0.53,-0.54,427.30,1.00,-1.59
13.31,16.63,-0.85,40.03,6.31,-1.12,1017.73,0.61,0.75,84.48,0.79,0.77,470.31,1.00,0.93
33.34,19.47,1.84,69.88,8.96,1.23,1007.65,0.37,-0.94,42.72,0.23,-2.10,437.84,1.00,-0.97
26.88,18.55,0.97,59.21,8.01,0.39,1013.54,0.51,0.05,58.13,0.44,-1.04,437.11,1.00,-1.01
15.69,16.97,-0.53,37.87,6.11,-1.29,1022.63,0.74,1.58,87.71,0.83,0.99,462.16,1.00,0.46
27.58,18.65,1.06,78.05,9.69,1.87,1010.83,0.44,-0.41,94.98,0.93,1.48,431.95,1.00,-1.31
20.51,17.65,0.12,63.86,8.43,0.75,1020.65,0.69,1.24,75.36,0.67,0.14,447.18,1.00,-0.42
13.56,16.66,-0.82,39.52,6.26,-1.16,1016.61,0.59,0.56,78.35,0.71,0.35,470.67,1.00,0.96
22.64,17.95,0.40,59.27,8.02,0.39,1012.58,0.49,-0.11,83.55,0.78,0.70,446.20,1.00,-0.48
30.29,19.03,1.43,71.58,9.11,1.36,1010.01,0.42,-0.55,54.03,0.38,-1.32,434.27,1.00,-1.18
10.15,16.18,-1.27,41.62,6.45,-1.00,1015.86,0.57,0.44,97.40,0.96,1.65,463.89,1.00,0.56
23.07,18.01,0.46,57.50,7.86,0.25,1015.70,0.56,0.41,75.47,0.67,0.15,447.49,1.00,-0.40
7.29,15.78,-1.66,40.96,6.39,-1.05,1023.01,0.75,1.64,90.78,0.87,1.20,488.65,1.00,2.01
25.34,18.33,0.76,69.48,8.93,1.19,1008.40,0.38,-0.82,74.79,0.66,0.10,433.81,1.00,-1.20
19.66,17.53,0.00,58.79,7.97,0.35,1017.17,0.60,0.66,84.16,0.79,0.74,447.93,1.00,-0.38
17.77,17.26,-0.25,56.53,7.77,0.18,1019.57,0.66,1.06,79.89,0.73,0.45,457.94,1.00,0.21
14.34,16.77,-0.71,42.86,6.56,-0.90,1031.75,0.96,3.11,66.81,0.55,-0.45,466.17,1.00,0.69
14.40,16.78,-0.70,42.99,6.57,-0.89,1010.30,0.43,-0.50,89.72,0.86,1.12,469.34,1.00,0.88
18.31,17.34,-0.18,62.10,8.27,0.61,1020.38,0.68,1.20,79.02,0.72,0.39,455.24,1.00,0.05
13.56,16.66,-0.82,40.03,6.31,-1.12,1017.73,0.61,0.75,83.76,0.78,0.72,472.59,1.00,1.07
6.17,15.62,-1.81,41.31,6.42,-1.02,1002.49,0.24,-1.81,87.59,0.83,0.98,481.27,1.00,1.58
25.04,18.29,0.72,51.95,7.37,-0.19,1005.56,0.31,-1.30,66.53,0.55,-0.46,449.45,1.00,-0.29
14.49,16.80,-0.69,41.16,6.41,-1.03,1000.50,0.19,-2.15,82.17,0.76,0.61,465.24,1.00,0.64
22.31,17.90,0.36,43.43,6.61,-0.86,1010.64,0.44,-0.44,56.44,0.41,-1.16,449.67,1.00,-0.28
16.38,17.06,-0.44,46.97,6.92,-0.58,1013.60,0.51,0.06,73.67,0.64,0.02,459.87,1.00,0.32
23.48,18.07,0.51,65.12,8.54,0.85,1015.82,0.57,0.43,60.83,0.47,-0.85,445.66,1.00,-0.51
11.58,16.38,-1.08,39.69,6.27,-1.15,1005.17,0.30,-1.36,86.55,0.82,0.91,469.60,1.00,0.89
14.74,16.83,-0.66,43.99,6.66,-0.81,1023.13,0.75,1.66,86.31,0.81,0.89,461.82,1.00,0.44
15.33,16.92,-0.58,42.28,6.51,-0.95,1008.19,0.38,-0.85,66.15,0.54,-0.49,465.20,1.00,0.63
26.14,18.45,0.87,69.14,8.90,1.17,1007.10,0.35,-1.04,88.27,0.84,1.02,439.03,1.00,-0.90
32.86,19.40,1.77,68.51,8.84,1.12,1008.43,0.38,-0.81,46.78,0.28,-1.82,432.38,1.00,-1.29
28.88,18.83,1.24,63.76,8.42,0.74,1010.16,0.43,-0.52,56.34,0.41,-1.16,435.54,1.00,-1.10
27.59,18.65,1.07,54.20,7.57,-0.01,1013.10,0.50,-0.03,51.61,0.35,-1.49,439.31,1.00,-0.88
21.85,17.84,0.30,69.94,8.97,1.23,1010.89,0.45,-0.40,79.40,0.72,0.42,443.00,1.00,-0.67
6.58,15.68,-1.75,43.02,6.57,-0.89,1014.03,0.52,0.13,84.95,0.80,0.80,488.22,1.00,1.98
20.38,17.63,0.10,62.52,8.31,0.65,1017.85,0.62,0.77,75.56,0.67,0.15,456.56,1.00,0.13
9.53,16.09,-1.36,38.18,6.14,-1.27,1018.43,0.63,0.87,75.33,0.67,0.14,476.54,1.00,1.30
16.76,17.12,-0.39,53.16,7.47,-0.09,1014.13,0.53,0.15,81.87,0.75,0.59,457.98,1.00,0.21
32.31,19.32,1.70,68.94,8.88,1.15,1006.11,0.33,-1.20,71.78,0.62,-0.10,431.14,1.00,-1.36
10.22,16.19,-1.27,39.96,6.30,-1.13,1025.05,0.80,1.99,96.05,0.94,1.56,471.36,1.00,1.00
10.72,16.26,-1.20,39.35,6.24,-1.18,1015.35,0.56,0.35,86.43,0.82,0.90,480.18,1.00,1.51
21.68,17.81,0.27,64.15,8.45,0.77,1021.09,0.70,1.32,70.88,0.61,-0.17,454.32,1.00,-0.00
21.13,17.74,0.20,51.43,7.32,-0.23,1007.43,0.36,-0.98,88.72,0.85,1.06,445.40,1.00,-0.53
29.14,18.87,1.27,75.23,9.44,1.65,1010.15,0.43,-0.52,54.87,0.39,-1.26,434.82,1.00,-1.15
12.04,16.45,-1.02,43.69,6.63,-0.84,1016.58,0.59,0.56,80.16,0.73,0.47,474.97,1.00,1.21
10.10,16.17,-1.28,41.40,6.43,-1.02,1024.29,0.78,1.86,85.94,0.81,0.87,474.28,1.00,1.17
28.72,18.81,1.22,68.14,8.81,1.09,1005.82,0.32,-1.25,46.52,0.28,-1.83,443.26,1.00,-0.65
28.84,18.83,1.23,60.23,8.10,0.47,1009.70,0.42,-0.60,59.00,0.45,-0.98,437.82,1.00,-0.97
18.68,17.39,-0.13,52.84,7.44,-0.12,1004.65,0.29,-1.45,88.27,0.84,1.02,450.19,1.00,-0.24
16.50,17.08,-0.42,44.63,6.71,-0.76,1020.58,0.69,1.23,64.11,0.52,-0.63,458.78,1.00,0.26
27.18,18.59,1.01,64.44,8.48,0.80,1012.81,0.49,-0.08,61.27,0.48,-0.82,440.30,1.00,-0.82
20.08,17.59,0.06,58.79,7.97,0.35,1017.32,0.60,0.68,81.59,0.75,0.57,451.21,1.00,-0.18
19.64,17.53,-0.00,56.65,7.78,0.18,1020.79,0.69,1.27,73.88,0.65,0.04,456.03,1.00,0.10
27.77,18.68,1.09,62.26,8.28,0.63,1010.88,0.45,-0.40,66.45,0.55,-0.47,430.19,1.00,-1.42
31.40,19.19,1.58,71.06,9.07,1.32,1008.44,0.38,-0.81,74.77,0.66,0.10,433.34,1.00,-1.23
3.68,15.26,-2.14,39.64,6.27,-1.15,1011.31,0.46,-0.33,84.05,0.78,0.74,490.02,1.00,2.09
11.89,16.43,-1.04,40.03,6.31,-1.12,1019.53,0.66,1.06,89.48,0.86,1.11,471.85,1.00,1.02
7.63,15.82,-1.61,40.56,6.35,-1.08,1023.13,0.75,1.66,81.01,0.74,0.53,486.70,1.00,1.89
26.38,18.48,0.90,71.73,9.13,1.37,1010.04,0.42,-0.54,69.45,0.59,-0.26,431.66,1.00,-1.33
22.89,17.99,0.43,48.98,7.10,-0.42,1014.55,0.54,0.22,48.21,0.30,-1.72,448.56,1.00,-0.34
17.98,17.29,-0.22,53.29,7.48,-0.08,1018.29,0.63,0.85,83.46,0.78,0.70,455.71,1.00,0.08
14.22,16.76,-0.73,48.60,7.07,-0.45,1006.26,0.33,-1.18,88.05,0.84,1.01,459.69,1.00,0.31
22.35,17.91,0.36,57.76,7.88,0.27,1017.92,0.62,0.78,68.18,0.57,-0.35,453.74,1.00,-0.04
22.20,17.89,0.34,57.17,7.83,0.23,1009.82,0.42,-0.58,78.43,0.71,0.35,447.75,1.00,-0.39
16.89,17.14,-0.37,49.21,7.12,-0.40,1015.19,0.55,0.33,70.39,0.60,-0.20,458.25,1.00,0.23
22.51,17.93,0.38,59.21,8.01,0.39,1018.35,0.63,0.86,71.97,0.62,-0.09,444.66,1.00,-0.57
15.11,16.88,-0.61,42.99,6.57,-0.89,1007.53,0.36,-0.96,85.75,0.81,0.85,466.25,1.00,0.70
25.15,18.31,0.74,73.67,9.30,1.52,1007.42,0.36,-0.98,85.48,0.80,0.83,435.90,1.00,-1.08
15.47,16.93,-0.56,44.90,6.74,-0.74,1021.59,0.71,1.40,81.74,0.75,0.58,465.61,1.00,0.66
11.10,16.32,-1.15,40.00,6.30,-1.13,1021.29,0.70,1.35,86.58,0.82,0.91,477.20,1.00,1.34
20.78,17.69,0.15,60.84,8.16,0.51,1018.66,0.64,0.91,80.40,0.74,0.49,445.82,1.00,-0.50
20.94,17.71,0.17,68.12,8.80,1.09,1012.43,0.48,-0.14,78.20,0.71,0.34,446.41,1.00,-0.47
5.52,15.53,-1.90,42.85,6.56,-0.90,1012.77,0.49,-0.08,93.82,0.92,1.40,478.98,1.00,1.44
16.19,17.04,-0.46,36.99,6.03,-1.36,1007.37,0.36,-0.99,92.40,0.90,1.31,462.94,1.00,0.50
27.06,18.58,0.99,72.58,9.20,1.44,1009.24,0.40,-0.68,90.31,0.87,1.16,429.18,1.00,-1.48
19.92,17.57,0.04,48.98,7.10,-0.42,1014.32,0.53,0.18,64.99,0.53,-0.57,455.57,1.00,0.07
18.53,17.37,-0.15,61.27,8.19,0.55,1019.84,0.67,1.11,75.22,0.67,0.13,454.72,1.00,0.02
12.21,16.47,-1.00,41.67,6.45,-0.99,1012.88,0.49,-0.06,85.19,0.80,0.81,475.07,1.00,1.21
11.59,16.39,-1.08,40.05,6.31,-1.12,1014.96,0.55,0.29,86.22,0.81,0.88,474.46,1.00,1.18
26.61,18.51,0.93,72.43,9.19,1.43,1007.71,0.37,-0.93,75.82,0.67,0.17,427.61,1.00,-1.57
18.40,17.35,-0.17,44.92,6.74,-0.74,1024.88,0.79,1.96,64.89,0.53,-0.58,458.36,1.00,0.23
24.80,18.26,0.69,66.51,8.66,0.96,1016.74,0.59,0.59,65.72,0.54,-0.52,441.34,1.00,-0.76
25.47,18.35,0.78,60.75,8.15,0.51,1007.27,0.36,-1.01,65.91,0.54,-0.51,438.42,1.00,-0.93
28.57,18.79,1.20,75.33,9.45,1.65,1003.16,0.25,-1.70,76.14,0.68,0.19,431.58,1.00,-1.34
31.01,19.14,1.52,73.50,9.28,1.51,1010.92,0.45,-0.39,48.61,0.31,-1.69,432.41,1.00,-1.29
24.38,18.20,0.63,57.17,7.83,0.23,1009.85,0.42,-0.57,74.46,0.66,0.08,444.59,1.00,-0.57
28.46,18.77,1.18,60.23,8.10,0.47,1010.20,0.43,-0.52,63.38,0.51,-0.68,439.88,1.00,-0.85
18.16,17.32,-0.20,43.72,6.63,-0.83,1008.64,0.39,-0.78,75.22,0.67,0.13,454.98,1.00,0.04
10.60,16.25,-1.21,41.17,6.41,-1.03,1018.38,0.63,0.86,87.92,0.84,1.00,478.47,1.00,1.41
24.19,18.17,0.61,68.94,8.88,1.15,1007.37,0.36,-0.99,70.83,0.61,-0.17,439.52,1.00,-0.87
12.20,16.47,-1.00,39.72,6.28,-1.15,1018.07,0.62,0.81,54.83,0.39,-1.27,471.33,1.00,0.99
27.95,18.70,1.11,73.50,9.28,1.51,1010.42,0.43,-0.48,58.01,0.43,-1.05,435.45,1.00,-1.11
30.38,19.05,1.44,71.58,9.11,1.36,1010.17,0.43,-0.52,50.45,0.33,-1.57,433.75,1.00,-1.21
28.48,18.78,1.18,54.20,7.57,-0.01,1013.14,0.50,-0.02,49.51,0.32,-1.63,440.55,1.00,-0.81
11.30,16.34,-1.12,43.14,6.58,-0.88,1019.56,0.66,1.06,99.83,1.00,1.82,469.73,1.00,0.90
29.19,18.88,1.28,70.32,9.00,1.26,1008.28,0.38,-0.84,55.42,0.40,-1.23,427.90,1.00,-1.55
30.75,19.10,1.49,71.22,9.08,1.33,1006.47,0.34,-1.14,48.06,0.30,-1.73,437.96,1.00,-0.96
12.37,16.50,-0.98,43.22,6.59,-0.87,1009.10,0.40,-0.70,76.06,0.68,0.19,468.49,1.00,0.83
25.75,18.39,0.82,60.95,8.17,0.52,1014.75,0.54,0.25,53.30,0.37,-1.37,443.73,1.00,-0.62
28.18,18.74,1.14,67.17,8.72,1.01,1006.84,0.35,-1.08,75.55,0.67,0.15,438.49,1.00,-0.93
21.89,17.84,0.30,74.93,9.41,1.62,1016.11,0.57,0.48,77.88,0.70,0.31,448.47,1.00,-0.35
24.79,18.25,0.69,50.78,7.26,-0.28,1008.78,0.39,-0.75,61.88,0.49,-0.78,445.30,1.00,-0.53
30.86,19.11,1.50,70.32,9.00,1.26,1011.88,0.47,-0.23,62.68,0.50,-0.73,433.71,1.00,-1.21
13.51,16.66,-0.82,43.22,6.59,-0.87,1009.63,0.41,-0.61,75.02,0.66,0.12,465.89,1.00,0.68
29.35,18.90,1.30,68.31,8.82,1.10,1010.46,0.43,-0.47,46.20,0.28,-1.86,445.86,1.00,-0.50
19.98,17.57,0.04,60.77,8.15,0.51,1017.72,0.61,0.75,90.71,0.87,1.19,448.46,1.00,-0.35
21.77,17.83,0.28,42.23,6.50,-0.95,1013.03,0.50,-0.04,67.44,0.56,-0.40,462.51,1.00,0.48
12.43,16.50,-0.97,41.62,6.45,-1.00,1011.87,0.47,-0.23,80.57,0.74,0.50,460.61,1.00,0.37
3.40,15.23,-2.18,39.64,6.27,-1.15,1011.10,0.45,-0.36,83.43,0.78,0.69,459.86,1.00,0.32
24.73,18.25,0.68,74.22,9.35,1.57,1010.15,0.43,-0.52,79.83,0.73,0.45,436.55,1.00,-1.04
25.54,18.36,0.79,70.47,9.01,1.27,1009.28,0.41,-0.67,73.50,0.64,0.01,436.16,1.00,-1.07
25.88,18.41,0.84,63.73,8.41,0.74,1009.48,0.41,-0.64,77.17,0.69,0.26,438.42,1.00,-0.93
23.07,18.01,0.46,70.47,9.01,1.27,1008.64,0.39,-0.78,83.37,0.77,0.69,439.04,1.00,-0.90
30.66,19.09,1.48,70.98,9.06,1.31,1007.60,0.36,-0.95,72.08,0.62,-0.08,435.66,1.00,-1.10
13.77,16.69,-0.79,41.58,6.44,-1.00,1020.63,0.69,1.24,72.94,0.64,-0.03,459.75,1.00,0.32
12.57,16.52,-0.95,43.80,6.64,-0.83,1023.20,0.75,1.67,56.85,0.42,-1.13,466.68,1.00,0.72
31.10,19.15,1.54,71.32,9.09,1.34,1008.09,0.38,-0.87,45.87,0.27,-1.88,437.54,1.00,-0.99
22.24,17.89,0.35,64.27,8.46,0.78,1012.97,0.50,-0.05,89.54,0.86,1.11,443.76,1.00,-0.62
29.08,18.86,1.27,52.84,7.44,-0.12,1006.14,0.33,-1.20,40.09,0.19,-2.28,438.24,1.00,-0.94
19.35,17.48,-0.04,39.72,6.28,-1.15,1002.50,0.24,-1.81,51.24,0.34,-1.51,455.29,1.00,0.05
28.88,18.83,1.24,54.89,7.63,0.05,1007.16,0.35,-1.03,46.60,0.28,-1.83,440.99,1.00,-0.78
31.70,19.23,1.62,70.36,9.00,1.26,1006.26,0.33,-1.18,58.18,0.44,-1.04,438.38,1.00,-0.94
13.25,16.62,-0.86,44.92,6.74,-0.74,1024.11,0.77,1.83,89.34,0.85,1.10,469.18,1.00,0.87
18.55,17.37,-0.15,41.10,6.40,-1.04,1002.02,0.23,-1.89,65.16,0.53,-0.56,459.97,1.00,0.33
28.69,18.81,1.21,71.29,9.09,1.34,1009.22,0.40,-0.68,68.35,0.57,-0.34,433.07,1.00,-1.25
13.74,16.69,-0.79,42.74,6.55,-0.91,1029.54,0.91,2.74,70.00,0.60,-0.23,465.92,1.00,0.68
23.97,18.14,0.58,64.33,8.47,0.79,1010.54,0.44,-0.46,84.65,0.79,0.78,443.87,1.00,-0.61
18.44,17.36,-0.16,39.72,6.28,-1.15,1001.14,0.20,-2.04,66.83,0.55,-0.44,460.44,1.00,0.36
16.88,17.13,-0.37,56.89,7.81,0.20,1014.01,0.52,0.13,82.10,0.76,0.60,457.00,1.00,0.15
12.82,16.56,-0.92,46.18,6.85,-0.64,1018.53,0.63,0.89,88.46,0.84,1.04,466.06,1.00,0.69
7.18,15.76,-1.67,38.56,6.17,-1.24,1016.49,0.58,0.54,70.37,0.60,-0.20,487.63,1.00,1.95
24.34,18.19,0.63,62.96,8.35,0.68,1019.70,0.66,1.08,61.44,0.48,-0.81,446.09,1.00,-0.48
26.63,18.52,0.94,62.44,8.30,0.64,1010.86,0.44,-0.40,70.82,0.61,-0.17,438.25,1.00,-0.94
11.43,16.36,-1.10,41.16,6.41,-1.03,1022.81,0.74,1.61,92.04,0.89,1.28,466.86,1.00,0.73
27.24,18.60,1.02,66.75,8.68,0.98,1017.78,0.62,0.76,69.60,0.59,-0.25,433.65,1.00,-1.21
15.01,16.87,-0.62,42.77,6.55,-0.91,1018.21,0.63,0.83,73.22,0.64,-0.01,462.60,1.00,0.48
11.21,16.33,-1.13,40.75,6.37,-1.07,1016.45,0.58,0.54,86.14,0.81,0.88,479.20,1.00,1.46
31.46,19.20,1.58,71.80,9.13,1.38,1010.75,0.44,-0.42,54.88,0.39,-1.26,434.96,1.00,-1.14
13.65,16.68,-0.81,42.86,6.56,-0.90,1015.41,0.56,0.36,87.67,0.83,0.98,471.75,1.00,1.02
9.57,16.10,-1.35,39.82,6.29,-1.14,1013.12,0.50,-0.02,89.15,0.85,1.09,468.02,1.00,0.80
11.46,16.37,-1.10,44.85,6.73,-0.74,1014.30,0.53,0.18,63.24,0.51,-0.69,475.33,1.00,1.23
25.03,18.29,0.72,60.84,8.16,0.51,1017.69,0.61,0.75,59.23,0.45,-0.96,441.58,1.00,-0.75
14.60,16.81,-0.68,44.84,6.73,-0.74,1023.58,0.76,1.74,88.21,0.84,1.02,464.88,1.00,0.62
28.88,18.83,1.24,73.68,9.30,1.52,1015.25,0.55,0.34,47.73,0.30,-1.75,432.93,1.00,-1.26
13.82,16.70,-0.78,44.84,6.73,-0.74,1023.72,0.76,1.76,95.24,0.93,1.50,467.95,1.00,0.80
7.87,15.86,-1.58,41.06,6.40,-1.04,1020.91,0.69,1.29,87.64,0.83,0.98,486.57,1.00,1.89
2.34,15.08,-2.32,39.42,6.25,-1.17,1028.47,0.88,2.56,69.68,0.59,-0.25,490.34,1.00,2.11
23.58,18.08,0.53,70.04,8.98,1.24,1010.95,0.45,-0.39,76.32,0.68,0.21,435.47,1.00,-1.11
21.49,17.79,0.25,70.32,9.00,1.26,1009.07,0.40,-0.71,92.25,0.89,1.30,443.04,1.00,-0.66
15.84,16.99,-0.51,41.66,6.45,-1.00,1009.69,0.42,-0.60,62.81,0.50,-0.72,465.50,1.00,0.65
25.82,18.40,0.83,61.08,8.18,0.53,1013.64,0.51,0.06,66.40,0.55,-0.47,448.46,1.00,-0.35
10.18,16.19,-1.27,40.81,6.37,-1.06,1015.79,0.57,0.43,81.42,0.75,0.56,475.13,1.00,1.22
28.40,18.77,1.17,69.34,8.91,1.18,1009.76,0.42,-0.59,70.40,0.60,-0.20,436.50,1.00,-1.05
12.35,16.49,-0.98,41.38,6.43,-1.02,1021.99,0.72,1.47,55.38,0.40,-1.23,474.94,1.00,1.21
16.52,17.08,-0.42,43.70,6.63,-0.83,1015.08,0.55,0.31,58.36,0.44,-1.02,466.73,1.00,0.72
9.60,16.10,-1.35,42.03,6.48,-0.97,1017.66,0.61,0.74,92.27,0.89,1.30,474.65,1.00,1.19
7.54,15.81,-1.63,38.56,6.17,-1.24,1016.49,0.58,0.54,69.10,0.58,-0.29,486.76,1.00,1.90
8.04,15.88,-1.56,41.92,6.47,-0.97,1029.70,0.91,2.77,92.21,0.89,1.29,482.58,1.00,1.65
11.82,16.42,-1.05,41.26,6.41,-1.03,1020.74,0.69,1.26,91.14,0.88,1.22,466.95,1.00,0.74
21.62,17.81,0.26,48.78,7.08,-0.43,1020.06,0.67,1.15,85.09,0.80,0.81,448.52,1.00,-0.34
15.41,16.93,-0.57,44.78,6.73,-0.75,1007.69,0.37,-0.94,65.17,0.53,-0.56,456.83,1.00,0.14
26.47,18.49,0.92,63.13,8.36,0.69,1013.72,0.52,0.08,79.40,0.72,0.42,441.81,1.00,-0.74
31.50,19.21,1.59,74.16,9.34,1.56,1011.72,0.47,-0.26,56.42,0.41,-1.16,436.43,1.00,-1.05
12.24,16.48,-0.99,49.83,7.18,-0.35,1007.90,0.37,-0.90,94.28,0.92,1.44,466.83,1.00,0.73
13.52,16.66,-0.82,41.44,6.43,-1.01,1015.81,0.57,0.43,65.97,0.54,-0.50,472.11,1.00,1.04
10.02,16.16,-1.29,39.66,6.27,-1.15,1016.34,0.58,0.52,79.98,0.73,0.46,480.05,1.00,1.51
21.01,17.72,0.18,44.05,6.66,-0.81,1010.61,0.44,-0.45,64.12,0.52,-0.63,445.07,1.00,-0.54
8.35,15.93,-1.52,43.52,6.62,-0.85,1022.78,0.74,1.60,97.34,0.96,1.65,479.31,1.00,1.46
14.12,16.74,-0.74,39.52,6.26,-1.16,1016.79,0.59,0.59,75.89,0.67,0.18,472.32,1.00,1.05
35.20,19.73,2.09,73.56,9.29,1.52,1006.56,0.34,-1.13,45.72,0.27,-1.89,434.37,1.00,-1.17
25.28,18.32,0.76,72.39,9.18,1.42,1002.28,0.23,-1.85,89.43,0.86,1.10,432.52,1.00,-1.28
14.30,16.77,-0.72,41.93,6.47,-0.97,1020.60,0.69,1.24,65.38,0.53,-0.54,471.32,1.00,0.99
19.32,17.48,-0.04,52.90,7.45,-0.11,1016.86,0.59,0.61,68.20,0.57,-0.35,457.66,1.00,0.19
22.04,17.87,0.32,69.51,8.93,1.20,1013.25,0.50,-0.00,56.15,0.41,-1.18,446.34,1.00,-0.47
28.07,18.72,1.13,66.17,8.63,0.93,1010.58,0.44,-0.45,64.11,0.52,-0.63,443.77,1.00,-0.62
23.09,18.01,0.46,60.95,8.17,0.52,1015.02,0.55,0.30,68.78,0.58,-0.31,450.31,1.00,-0.24
27.17,18.59,1.01,61.25,8.19,0.55,1013.03,0.50,-0.04,70.43,0.60,-0.20,435.90,1.00,-1.08
26.44,18.49,0.91,71.64,9.12,1.36,1004.55,0.29,-1.47,85.53,0.80,0.84,435.61,1.00,-1.10
27.23,18.60,1.02,44.05,6.66,-0.81,1005.69,0.32,-1.27,58.91,0.45,-0.99,440.20,1.00,-0.83
17.68,17.25,-0.26,40.89,6.38,-1.06,1011.24,0.45,-0.34,61.37,0.48,-0.82,462.08,1.00,0.45
27.18,18.59,1.01,79.05,9.78,1.95,1008.99,0.40,-0.72,94.32,0.92,1.44,434.01,1.00,-1.19
27.89,18.69,1.11,68.12,8.80,1.09,1012.78,0.49,-0.08,48.72,0.31,-1.68,435.69,1.00,-1.09
13.50,16.66,-0.83,54.30,7.57,-0.00,1016.20,0.58,0.50,77.46,0.70,0.28,468.92,1.00,0.85
28.11,18.73,1.14,66.17,8.63,0.93,1010.51,0.44,-0.46,65.16,0.53,-0.56,444.20,1.00,-0.60
28.75,18.82,1.22,70.02,8.97,1.24,1010.33,0.43,-0.49,46.55,0.28,-1.83,440.31,1.00,-0.82
25.56,18.36,0.79,74.99,9.42,1.63,1005.41,0.31,-1.32,85.75,0.81,0.85,433.63,1.00,-1.21
12.84,16.56,-0.91,50.59,7.24,-0.29,1020.08,0.67,1.15,88.08,0.84,1.01,470.96,1.00,0.97
20.18,17.60,0.07,56.53,7.77,0.18,1020.30,0.68,1.19,77.10,0.69,0.26,454.14,1.00,-0.01
25.65,18.38,0.80,69.45,8.92,1.19,1013.95,0.52,0.12,50.42,0.33,-1.57,436.24,1.00,-1.06
21.08,17.73,0.19,52.05,7.37,-0.18,1012.28,0.48,-0.16,45.25,0.26,-1.92,453.40,1.00,-0.06
14.33,16.77,-0.71,45.51,6.79,-0.69,1015.42,0.56,0.36,71.55,0.62,-0.12,468.92,1.00,0.85
29.13,18.87,1.27,62.26,8.28,0.63,1010.51,0.44,-0.46,52.94,0.37,-1.40,436.37,1.00,-1.05
31.73,19.24,1.62,74.67,9.39,1.60,1016.38,0.58,0.53,44.51,0.25,-1.97,425.34,1.00,-1.70
18.00,17.29,-0.22,53.16,7.47,-0.09,1013.02,0.50,-0.04,82.47,0.76,0.63,455.69,1.00,0.08
12.39,16.50,-0.97,44.58,6.71,-0.77,1016.38,0.58,0.53,84.95,0.80,0.80,475.37,1.00,1.23
28.26,18.75,1.16,63.13,8.36,0.69,1012.00,0.47,-0.21,68.35,0.57,-0.34,440.58,1.00,-0.81
14.59,16.81,-0.68,42.44,6.52,-0.93,1012.70,0.49,-0.09,83.92,0.78,0.73,470.86,1.00,0.97
16.22,17.04,-0.46,46.36,6.87,-0.63,1020.04,0.67,1.14,91.73,0.89,1.26,460.73,1.00,0.37
25.99,18.42,0.85,59.54,8.04,0.41,1007.78,0.37,-0.92,74.48,0.66,0.08,441.32,1.00,-0.76
20.84,17.70,0.16,59.80,8.06,0.43,1016.96,0.60,0.62,75.05,0.66,0.12,451.13,1.00,-0.19
26.85,18.55,0.97,74.16,9.34,1.56,1008.66,0.39,-0.77,93.80,0.91,1.40,431.16,1.00,-1.36
7.24,15.77,-1.67,39.04,6.22,-1.20,1019.00,0.65,0.97,68.69,0.58,-0.32,485.57,1.00,1.83
14.01,16.73,-0.76,43.34,6.60,-0.86,1016.95,0.60,0.62,83.41,0.78,0.69,463.81,1.00,0.55
17.66,17.25,-0.27,44.90,6.74,-0.74,1020.50,0.68,1.22,71.33,0.61,-0.14,457.11,1.00,0.16
11.60,16.39,-1.08,40.96,6.39,-1.05,1023.95,0.77,1.80,86.83,0.82,0.93,473.66,1.00,1.13
16.72,17.11,-0.39,44.78,6.73,-0.75,1007.75,0.37,-0.93,56.79,0.42,-1.13,453.39,1.00,-0.06
12.77,16.55,-0.92,40.71,6.37,-1.07,1014.66,0.54,0.24,72.81,0.63,-0.03,471.59,1.00,1.01
11.08,16.31,-1.15,38.16,6.14,-1.27,1014.45,0.53,0.20,74.99,0.66,0.12,473.32,1.00,1.11
8.96,16.01,-1.43,40.02,6.30,-1.12,1031.21,0.95,3.02,82.32,0.76,0.62,475.47,1.00,1.24
9.86,16.14,-1.31,41.01,6.39,-1.05,1018.49,0.63,0.88,98.71,0.98,1.74,467.37,1.00,0.76
