AT (Original),AT (Binned),AT (Min-Max),AT (Z-Score)
26.63,26.23,0.69,0.88
26.63,26.23,0.69,0.88
26.63,26.23,0.69,0.88
26.64,26.23,0.69,0.88
26.64,26.23,0.69,0.88
26.64,26.23,0.69,0.88
26.64,26.23,0.69,0.88
26.65,26.23,0.69,0.88
26.65,26.23,0.69,0.88
26.65,26.23,0.69,0.88
26.65,26.23,0.69,0.88
26.65,26.23,0.69,0.88
26.65,26.23,0.69,0.88
26.66,26.23,0.69,0.88
26.66,26.23,0.69,0.88
26.66,26.23,0.69,0.88
26.67,26.23,0.69,0.88
26.67,26.23,0.69,0.88
26.68,26.23,0.69,0.88
26.68,26.23,0.69,0.88
26.68,26.23,0.69,0.88
26.68,26.23,0.69,0.88
26.68,26.23,0.69,0.88
26.69,26.23,0.69,0.88
26.69,26.23,0.69,0.88
26.69,26.23,0.69,0.88
26.70,26.23,0.69,0.88
26.70,26.23,0.69,0.88
26.70,26.23,0.69,0.88
26.70,26.23,0.69,0.88
26.71,26.23,0.69,0.88
26.71,26.23,0.69,0.88
26.71,26.23,0.69,0.88
26.71,26.23,0.69,0.88
26.71,26.23,0.69,0.88
26.71,26.23,0.69,0.88
26.71,26.23,0.69,0.88
26.72,26.23,0.69,0.88
26.72,26.23,0.69,0.88
26.72,26.23,0.69,0.88
26.72,26.23,0.69,0.88
26.73,26.23,0.69,0.88
26.73,26.23,0.69,0.88
26.73,26.23,0.69,0.88
26.74,26.23,0.69,0.88
26.74,26.23,0.69,0.88
26.74,26.23,0.69,0.88
26.75,26.23,0.69,0.88
26.75,26.23,0.69,0.88
26.75,26.23,0.69,0.88
26.75,26.23,0.69,0.88
26.75,26.23,0.69,0.88
26.75,26.23,0.69,0.88
26.75,26.23,0.69,0.88
26.76,26.23,0.69,0.88
26.76,26.23,0.69,0.88
26.76,26.23,0.69,0.88
26.76,26.23,0.69,0.88
26.77,26.23,0.69,0.88
26.77,27.31,0.72,1.03
26.77,27.31,0.72,1.03
26.78,27.31,0.72,1.03
26.78,27.31,0.72,1.03
26.78,27.31,0.72,1.03
26.79,27.31,0.72,1.03
26.79,27.31,0.72,1.03
26.80,27.31,0.72,1.03
26.80,27.31,0.72,1.03
26.80,27.31,0.72,1.03
26.80,27.31,0.72,1.03
26.80,27.31,0.72,1.03
26.81,27.31,0.72,1.03
26.81,27.31,0.72,1.03
26.81,27.31,0.72,1.03
26.81,27.31,0.72,1.03
26.82,27.31,0.72,1.03
26.82,27.31,0.72,1.03
26.82,27.31,0.72,1.03
26.82,27.31,0.72,1.03
26.82,27.31,0.72,1.03
26.82,27.31,0.72,1.03
26.82,27.31,0.72,1.03
26.84,27.31,0.72,1.03
26.84,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.85,27.31,0.72,1.03
26.86,27.31,0.72,1.03
26.86,27.31,0.72,1.03
26.86,27.31,0.72,1.03
26.86,27.31,0.72,1.03
26.86,27.31,0.72,1.03
26.87,27.31,0.72,1.03
26.87,27.31,0.72,1.03
26.88,27.31,0.72,1.03
26.88,27.31,0.72,1.03
26.88,27.31,0.72,1.03
26.88,27.31,0.72,1.03
26.88,27.31,0.72,1.03
26.88,27.31,0.72,1.03
26.88,27.31,0.72,1.03
26.89,27.31,0.72,1.03
26.89,27.31,0.72,1.03
26.89,27.31,0.72,1.03
26.90,27.31,0.72,1.03
26.90,27.31,0.72,1.03
26.90,27.31,0.72,1.03
26.90,27.31,0.72,1.03
26.90,27.31,0.72,1.03
26.91,27.31,0.72,1.03
26.91,27.31,0.72,1.03
26.91,27.31,0.72,1.03
26.91,27.31,0.72,1.03
26.91,27.31,0.72,1.03
26.91,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.92,27.31,0.72,1.03
26.93,27.31,0.72,1.03
26.93,27.31,0.72,1.03
26.93,27.31,0.72,1.03
26.93,27.31,0.72,1.03
26.93,27.31,0.72,1.03
26.93,27.31,0.72,1.03
26.94,27.31,0.72,1.03
26.94,27.31,0.72,1.03
26.94,27.31,0.72,1.03
26.94,27.31,0.72,1.03
26.94,27.31,0.72,1.03
26.94,27.31,0.72,1.03
26.94,27.31,0.72,1.03
26.95,27.31,0.72,1.03
26.95,27.31,0.72,1.03
26.95,27.31,0.72,1.03
26.95,27.31,0.72,1.03
26.96,27.31,0.72,1.03
26.96,27.31,0.72,1.03
26.96,27.31,0.72,1.03
26.96,27.31,0.72,1.03
26.96,27.31,0.72,1.03
26.96,27.31,0.72,1.03
26.97,27.31,0.72,1.03
26.97,27.31,0.72,1.03
26.97,27.31,0.72,1.03
26.98,27.31,0.72,1.03
26.98,27.31,0.72,1.03
26.98,27.31,0.72,1.03
26.98,27.31,0.72,1.03
26.99,27.31,0.72,1.03
26.99,27.31,0.72,1.03
26.99,27.31,0.72,1.03
27.00,27.31,0.72,1.03
27.00,27.31,0.72,1.03
27.00,27.31,0.72,1.03
27.00,27.31,0.72,1.03
27.00,27.31,0.72,1.03
27.00,27.31,0.72,1.03
27.00,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.01,27.31,0.72,1.03
27.02,27.31,0.72,1.03
27.02,27.31,0.72,1.03
27.02,27.31,0.72,1.03
27.02,27.31,0.72,1.03
27.03,27.31,0.72,1.03
27.03,27.31,0.72,1.03
27.04,27.31,0.72,1.03
27.04,27.31,0.72,1.03
27.04,27.31,0.72,1.03
27.04,27.31,0.72,1.03
27.05,27.31,0.72,1.03
27.05,27.31,0.72,1.03
27.05,27.31,0.72,1.03
27.05,27.31,0.72,1.03
27.06,27.31,0.72,1.03
27.06,27.31,0.72,1.03
27.06,27.31,0.72,1.03
27.06,27.31,0.72,1.03
27.06,27.31,0.72,1.03
27.06,27.31,0.72,1.03
27.07,27.31,0.72,1.03
27.07,27.31,0.72,1.03
27.07,27.31,0.72,1.03
27.07,27.31,0.72,1.03
27.08,27.31,0.72,1.03
27.08,27.31,0.72,1.03
27.08,27.31,0.72,1.03
27.08,27.31,0.72,1.03
27.09,27.31,0.72,1.03
27.09,27.31,0.72,1.03
27.09,27.31,0.72,1.03
27.09,27.31,0.72,1.03
27.10,27.31,0.72,1.03
27.10,27.31,0.72,1.03
27.10,27.31,0.72,1.03
27.11,27.31,0.72,1.03
27.11,27.31,0.72,1.03
27.11,27.31,0.72,1.03
27.11,27.31,0.72,1.03
27.11,27.31,0.72,1.03
27.12,27.31,0.72,1.03
27.13,27.31,0.72,1.03
27.13,27.31,0.72,1.03
27.14,27.31,0.72,1.03
27.14,27.31,0.72,1.03
27.14,27.31,0.72,1.03
27.14,27.31,0.72,1.03
27.14,27.31,0.72,1.03
27.14,27.31,0.72,1.03
27.15,27.31,0.72,1.03
27.15,27.31,0.72,1.03
27.16,27.31,0.72,1.03
27.16,27.31,0.72,1.03
27.16,27.31,0.72,1.03
27.16,27.31,0.72,1.03
27.16,27.31,0.72,1.03
27.16,27.31,0.72,1.03
27.16,27.31,0.72,1.03
27.17,27.31,0.72,1.03
27.17,27.31,0.72,1.03
27.17,27.31,0.72,1.03
27.17,27.31,0.72,1.03
27.17,27.31,0.72,1.03
27.17,27.31,0.72,1.03
27.18,27.31,0.72,1.03
27.18,27.31,0.72,1.03
27.18,27.31,0.72,1.03
27.18,27.31,0.72,1.03
27.18,27.31,0.72,1.03
27.18,27.31,0.72,1.03
27.18,27.31,0.72,1.03
27.19,27.31,0.72,1.03
27.19,27.31,0.72,1.03
27.19,27.31,0.72,1.03
27.19,27.31,0.72,1.03
27.19,27.31,0.72,1.03
27.20,27.31,0.72,1.03
27.20,27.31,0.72,1.03
27.20,27.31,0.72,1.03
27.20,27.31,0.72,1.03
27.20,27.31,0.72,1.03
27.20,27.31,0.72,1.03
27.20,27.31,0.72,1.03
27.21,27.31,0.72,1.03
27.21,27.31,0.72,1.03
27.21,27.31,0.72,1.03
27.21,27.31,0.72,1.03
27.22,27.31,0.72,1.03
27.22,27.31,0.72,1.03
27.22,27.31,0.72,1.03
27.22,27.31,0.72,1.03
27.22,27.31,0.72,1.03
27.23,27.31,0.72,1.03
27.23,27.31,0.72,1.03
27.23,27.31,0.72,1.03
27.23,27.31,0.72,1.03
27.23,27.31,0.72,1.03
27.24,27.31,0.72,1.03
27.24,27.31,0.72,1.03
27.24,27.31,0.72,1.03
27.24,27.31,0.72,1.03
27.24,27.31,0.72,1.03
27.24,27.31,0.72,1.03
27.25,27.31,0.72,1.03
27.25,27.31,0.72,1.03
27.25,27.31,0.72,1.03
27.26,27.31,0.72,1.03
27.26,27.31,0.72,1.03
27.26,27.31,0.72,1.03
27.27,27.31,0.72,1.03
27.27,27.31,0.72,1.03
27.27,27.31,0.72,1.03
27.28,27.31,0.72,1.03
27.28,27.31,0.72,1.03
27.28,27.31,0.72,1.03
27.28,27.31,0.72,1.03
27.28,27.31,0.72,1.03
27.29,27.31,0.72,1.03
27.29,27.31,0.72,1.03
27.29,27.31,0.72,1.03
27.29,27.31,0.72,1.03
27.30,27.31,0.72,1.03
27.30,27.31,0.72,1.03
27.30,27.31,0.72,1.03
27.31,27.31,0.72,1.03
27.31,27.31,0.72,1.03
27.31,27.31,0.72,1.03
27.31,27.31,0.72,1.03
27.32,27.31,0.72,1.03
27.32,27.31,0.72,1.03
27.32,27.31,0.72,1.03
27.33,27.31,0.72,1.03
27.33,27.31,0.72,1.03
27.33,27.31,0.72,1.03
27.33,27.31,0.72,1.03
27.33,27.31,0.72,1.03
27.34,27.31,0.72,1.03
27.34,27.31,0.72,1.03
27.34,27.31,0.72,1.03
27.34,27.31,0.72,1.03
27.34,27.31,0.72,1.03
27.35,27.31,0.72,1.03
27.35,27.31,0.72,1.03
27.35,27.31,0.72,1.03
27.35,27.31,0.72,1.03
27.35,27.31,0.72,1.03
27.35,27.31,0.72,1.03
27.36,27.31,0.72,1.03
27.36,27.31,0.72,1.03
27.36,27.31,0.72,1.03
27.36,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.37,27.31,0.72,1.03
27.38,27.31,0.72,1.03
27.38,27.31,0.72,1.03
27.38,27.31,0.72,1.03
27.38,27.31,0.72,1.03
27.38,27.31,0.72,1.03
27.39,27.31,0.72,1.03
27.39,27.31,0.72,1.03
27.39,27.31,0.72,1.03
27.40,27.31,0.72,1.03
27.40,27.31,0.72,1.03
27.40,27.31,0.72,1.03
27.40,27.31,0.72,1.03
27.41,27.31,0.72,1.03
27.41,27.31,0.72,1.03
27.41,27.31,0.72,1.03
27.41,27.31,0.72,1.03
27.42,27.31,0.72,1.03
27.43,27.31,0.72,1.03
27.43,27.31,0.72,1.03
27.43,27.31,0.72,1.03
27.44,27.31,0.72,1.03
27.44,27.31,0.72,1.03
27.44,27.31,0.72,1.03
27.44,27.31,0.72,1.03
27.44,27.31,0.72,1.03
27.44,27.31,0.72,1.03
27.44,27.31,0.72,1.03
27.45,27.31,0.72,1.03
27.45,27.31,0.72,1.03
27.45,27.31,0.72,1.03
27.46,27.31,0.72,1.03
27.46,27.31,0.72,1.03
27.46,27.31,0.72,1.03
27.46,27.31,0.72,1.03
27.46,27.31,0.72,1.03
27.47,27.31,0.72,1.03
27.47,27.31,0.72,1.03
27.47,27.31,0.72,1.03
27.47,27.31,0.72,1.03
27.48,27.31,0.72,1.03
27.49,27.31,0.72,1.03
27.49,27.31,0.72,1.03
27.49,27.31,0.72,1.03
27.49,27.31,0.72,1.03
27.50,27.31,0.72,1.03
27.50,27.31,0.72,1.03
27.50,27.31,0.72,1.03
27.50,27.31,0.72,1.03
27.50,27.31,0.72,1.03
27.51,27.31,0.72,1.03
27.51,27.31,0.72,1.03
27.51,27.31,0.72,1.03
27.51,27.31,0.72,1.03
27.51,27.31,0.72,1.03
27.51,27.31,0.72,1.03
27.52,27.31,0.72,1.03
27.52,27.31,0.72,1.03
27.52,27.31,0.72,1.03
27.52,27.31,0.72,1.03
27.52,27.31,0.72,1.03
27.53,27.31,0.72,1.03
27.53,27.31,0.72,1.03
27.53,27.31,0.72,1.03
27.54,27.31,0.72,1.03
27.54,27.31,0.72,1.03
27.54,27.31,0.72,1.03
27.54,27.31,0.72,1.03
27.54,27.31,0.72,1.03
27.54,27.31,0.72,1.03
27.55,27.31,0.72,1.03
27.55,27.31,0.72,1.03
27.55,27.31,0.72,1.03
27.55,27.31,0.72,1.03
27.55,27.31,0.72,1.03
27.56,27.31,0.72,1.03
27.56,27.31,0.72,1.03
27.56,27.31,0.72,1.03
27.56,27.31,0.72,1.03
27.57,27.31,0.72,1.03
27.57,27.31,0.72,1.03
27.57,27.31,0.72,1.03
27.57,27.31,0.72,1.03
27.57,27.31,0.72,1.03
27.58,27.31,0.72,1.03
27.58,27.31,0.72,1.03
27.58,27.31,0.72,1.03
27.58,27.31,0.72,1.03
27.58,27.31,0.72,1.03
27.58,27.31,0.72,1.03
27.59,27.31,0.72,1.03
27.59,27.31,0.72,1.03
27.59,27.31,0.72,1.03
27.59,27.31,0.72,1.03
27.60,27.31,0.72,1.03
27.60,27.31,0.72,1.03
27.60,27.31,0.72,1.03
27.60,27.31,0.72,1.03
27.61,27.31,0.72,1.03
27.61,27.31,0.72,1.03
27.61,27.31,0.72,1.03
27.62,27.31,0.72,1.03
27.62,27.31,0.72,1.03
27.62,27.31,0.72,1.03
27.62,27.31,0.72,1.03
27.62,27.31,0.72,1.03
27.63,27.31,0.72,1.03
27.63,27.31,0.72,1.03
27.63,27.31,0.72,1.03
27.64,27.31,0.72,1.03
27.64,27.31,0.72,1.03
27.65,27.31,0.72,1.03
27.65,27.31,0.72,1.03
27.66,27.31,0.72,1.03
27.66,27.31,0.72,1.03
27.66,27.31,0.72,1.03
27.67,27.31,0.72,1.03
27.67,27.31,0.72,1.03
27.67,27.31,0.72,1.03
27.68,27.31,0.72,1.03
27.69,27.31,0.72,1.03
27.69,27.31,0.72,1.03
27.69,27.31,0.72,1.03
27.69,27.31,0.72,1.03
27.69,27.31,0.72,1.03
27.70,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.71,27.31,0.72,1.03
27.72,27.31,0.72,1.03
27.73,27.31,0.72,1.03
27.74,27.31,0.72,1.03
27.74,27.31,0.72,1.03
27.75,27.31,0.72,1.03
27.75,27.31,0.72,1.03
27.75,27.31,0.72,1.03
27.75,27.31,0.72,1.03
27.75,27.31,0.72,1.03
27.75,27.31,0.72,1.03
27.76,27.31,0.72,1.03
27.76,27.31,0.72,1.03
27.76,27.31,0.72,1.03
27.76,27.31,0.72,1.03
27.76,27.31,0.72,1.03
27.76,27.31,0.72,1.03
27.76,27.31,0.72,1.03
27.77,27.31,0.72,1.03
27.77,27.31,0.72,1.03
27.77,27.31,0.72,1.03
27.77,27.31,0.72,1.03
27.78,27.31,0.72,1.03
27.78,27.31,0.72,1.03
27.78,27.31,0.72,1.03
27.78,27.31,0.72,1.03
27.78,27.31,0.72,1.03
27.78,27.31,0.72,1.03
27.79,27.31,0.72,1.03
27.79,27.31,0.72,1.03
27.81,27.31,0.72,1.03
27.81,27.31,0.72,1.03
27.82,27.31,0.72,1.03
27.82,27.31,0.72,1.03
27.82,27.31,0.72,1.03
27.82,27.31,0.72,1.03
27.83,27.31,0.72,1.03
27.83,27.31,0.72,1.03
27.83,27.31,0.72,1.03
27.84,27.31,0.72,1.03
27.84,27.31,0.72,1.03
27.84,27.31,0.72,1.03
27.85,27.31,0.72,1.03
27.86,27.31,0.72,1.03
27.86,27.31,0.72,1.03
27.86,27.31,0.72,1.03
27.87,27.31,0.72,1.03
27.88,27.31,0.72,1.03
27.88,27.31,0.72,1.03
27.88,27.31,0.72,1.03
27.88,27.31,0.72,1.03
27.88,27.31,0.72,1.03
27.89,27.31,0.72,1.03
27.89,27.31,0.72,1.03
27.89,27.31,0.72,1.03
27.89,27.31,0.72,1.03
27.89,27.31,0.72,1.03
27.90,27.31,0.72,1.03
27.91,27.31,0.72,1.03
27.91,27.31,0.72,1.03
27.91,27.31,0.72,1.03
27.92,27.31,0.72,1.03
27.92,27.31,0.72,1.03
27.92,27.31,0.72,1.03
27.92,27.31,0.72,1.03
27.92,27.31,0.72,1.03
27.93,27.31,0.72,1.03
27.94,28.59,0.77,1.20
27.94,28.59,0.77,1.20
27.94,28.59,0.77,1.20
27.95,28.59,0.77,1.20
27.95,28.59,0.77,1.20
27.96,28.59,0.77,1.20
27.96,28.59,0.77,1.20
27.96,28.59,0.77,1.20
27.96,28.59,0.77,1.20
27.97,28.59,0.77,1.20
27.97,28.59,0.77,1.20
27.97,28.59,0.77,1.20
27.97,28.59,0.77,1.20
27.98,28.59,0.77,1.20
27.98,28.59,0.77,1.20
27.98,28.59,0.77,1.20
27.98,28.59,0.77,1.20
27.98,28.59,0.77,1.20
27.98,28.59,0.77,1.20
27.99,28.59,0.77,1.20
27.99,28.59,0.77,1.20
27.99,28.59,0.77,1.20
27.99,28.59,0.77,1.20
28.00,28.59,0.77,1.20
28.00,28.59,0.77,1.20
28.01,28.59,0.77,1.20
28.01,28.59,0.77,1.20
28.01,28.59,0.77,1.20
28.01,28.59,0.77,1.20
28.01,28.59,0.77,1.20
28.02,28.59,0.77,1.20
28.02,28.59,0.77,1.20
28.02,28.59,0.77,1.20
28.03,28.59,0.77,1.20
28.03,28.59,0.77,1.20
28.04,28.59,0.77,1.20
28.04,28.59,0.77,1.20
28.04,28.59,0.77,1.20
28.05,28.59,0.77,1.20
28.05,28.59,0.77,1.20
28.06,28.59,0.77,1.20
28.06,28.59,0.77,1.20
28.07,28.59,0.77,1.20
28.07,28.59,0.77,1.20
28.07,28.59,0.77,1.20
28.07,28.59,0.77,1.20
28.07,28.59,0.77,1.20
28.07,28.59,0.77,1.20
28.08,28.59,0.77,1.20
28.08,28.59,0.77,1.20
28.08,28.59,0.77,1.20
28.08,28.59,0.77,1.20
28.09,28.59,0.77,1.20
28.09,28.59,0.77,1.20
28.09,28.59,0.77,1.20
28.09,28.59,0.77,1.20
28.10,28.59,0.77,1.20
28.11,28.59,0.77,1.20
28.11,28.59,0.77,1.20
28.11,28.59,0.77,1.20
28.11,28.59,0.77,1.20
28.12,28.59,0.77,1.20
28.12,28.59,0.77,1.20
28.12,28.59,0.77,1.20
28.13,28.59,0.77,1.20
28.13,28.59,0.77,1.20
28.13,28.59,0.77,1.20
28.14,28.59,0.77,1.20
28.14,28.59,0.77,1.20
28.14,28.59,0.77,1.20
28.14,28.59,0.77,1.20
28.14,28.59,0.77,1.20
28.15,28.59,0.77,1.20
28.15,28.59,0.77,1.20
28.15,28.59,0.77,1.20
28.15,28.59,0.77,1.20
28.15,28.59,0.77,1.20
28.15,28.59,0.77,1.20
28.16,28.59,0.77,1.20
28.16,28.59,0.77,1.20
28.16,28.59,0.77,1.20
28.16,28.59,0.77,1.20
28.16,28.59,0.77,1.20
28.16,28.59,0.77,1.20
28.17,28.59,0.77,1.20
28.17,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.18,28.59,0.77,1.20
28.19,28.59,0.77,1.20
28.19,28.59,0.77,1.20
28.19,28.59,0.77,1.20
28.19,28.59,0.77,1.20
28.20,28.59,0.77,1.20
28.21,28.59,0.77,1.20
28.21,28.59,0.77,1.20
28.21,28.59,0.77,1.20
28.22,28.59,0.77,1.20
28.22,28.59,0.77,1.20
28.23,28.59,0.77,1.20
28.23,28.59,0.77,1.20
28.24,28.59,0.77,1.20
28.24,28.59,0.77,1.20
28.24,28.59,0.77,1.20
28.24,28.59,0.77,1.20
28.25,28.59,0.77,1.20
28.25,28.59,0.77,1.20
28.25,28.59,0.77,1.20
28.26,28.59,0.77,1.20
28.26,28.59,0.77,1.20
28.26,28.59,0.77,1.20
28.26,28.59,0.77,1.20
28.27,28.59,0.77,1.20
28.28,28.59,0.77,1.20
28.28,28.59,0.77,1.20
28.28,28.59,0.77,1.20
28.28,28.59,0.77,1.20
28.28,28.59,0.77,1.20
28.29,28.59,0.77,1.20
28.29,28.59,0.77,1.20
28.29,28.59,0.77,1.20
28.29,28.59,0.77,1.20
28.29,28.59,0.77,1.20
28.30,28.59,0.77,1.20
28.30,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.31,28.59,0.77,1.20
28.32,28.59,0.77,1.20
28.32,28.59,0.77,1.20
28.32,28.59,0.77,1.20
28.32,28.59,0.77,1.20
28.32,28.59,0.77,1.20
28.32,28.59,0.77,1.20
28.32,28.59,0.77,1.20
28.33,28.59,0.77,1.20
28.33,28.59,0.77,1.20
28.33,28.59,0.77,1.20
28.33,28.59,0.77,1.20
28.34,28.59,0.77,1.20
28.34,28.59,0.77,1.20
28.35,28.59,0.77,1.20
28.35,28.59,0.77,1.20
28.36,28.59,0.77,1.20
28.36,28.59,0.77,1.20
28.36,28.59,0.77,1.20
28.36,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.37,28.59,0.77,1.20
28.38,28.59,0.77,1.20
28.38,28.59,0.77,1.20
28.39,28.59,0.77,1.20
28.39,28.59,0.77,1.20
28.40,28.59,0.77,1.20
28.40,28.59,0.77,1.20
28.40,28.59,0.77,1.20
28.40,28.59,0.77,1.20
28.41,28.59,0.77,1.20
28.41,28.59,0.77,1.20
28.41,28.59,0.77,1.20
28.41,28.59,0.77,1.20
28.41,28.59,0.77,1.20
28.42,28.59,0.77,1.20
28.42,28.59,0.77,1.20
28.42,28.59,0.77,1.20
28.43,28.59,0.77,1.20
28.43,28.59,0.77,1.20
28.43,28.59,0.77,1.20
28.43,28.59,0.77,1.20
28.44,28.59,0.77,1.20
28.44,28.59,0.77,1.20
28.44,28.59,0.77,1.20
28.44,28.59,0.77,1.20
28.44,28.59,0.77,1.20
28.45,28.59,0.77,1.20
28.45,28.59,0.77,1.20
28.46,28.59,0.77,1.20
28.46,28.59,0.77,1.20
28.46,28.59,0.77,1.20
28.46,28.59,0.77,1.20
28.47,28.59,0.77,1.20
28.47,28.59,0.77,1.20
28.48,28.59,0.77,1.20
28.50,28.59,0.77,1.20
28.50,28.59,0.77,1.20
28.50,28.59,0.77,1.20
28.50,28.59,0.77,1.20
28.50,28.59,0.77,1.20
28.50,28.59,0.77,1.20
28.50,28.59,0.77,1.20
28.51,28.59,0.77,1.20
28.51,28.59,0.77,1.20
28.51,28.59,0.77,1.20
28.52,28.59,0.77,1.20
28.52,28.59,0.77,1.20
28.52,28.59,0.77,1.20
28.52,28.59,0.77,1.20
28.53,28.59,0.77,1.20
28.53,28.59,0.77,1.20
28.53,28.59,0.77,1.20
28.53,28.59,0.77,1.20
28.53,28.59,0.77,1.20
28.54,28.59,0.77,1.20
28.54,28.59,0.77,1.20
28.54,28.59,0.77,1.20
28.54,28.59,0.77,1.20
28.54,28.59,0.77,1.20
28.55,28.59,0.77,1.20
28.55,28.59,0.77,1.20
28.55,28.59,0.77,1.20
28.55,28.59,0.77,1.20
28.55,28.59,0.77,1.20
28.56,28.59,0.77,1.20
28.56,28.59,0.77,1.20
28.56,28.59,0.77,1.20
28.57,28.59,0.77,1.20
28.57,28.59,0.77,1.20
28.57,28.59,0.77,1.20
28.57,28.59,0.77,1.20
28.57,28.59,0.77,1.20
28.57,28.59,0.77,1.20
28.59,28.59,0.77,1.20
28.59,28.59,0.77,1.20
28.59,28.59,0.77,1.20
28.59,28.59,0.77,1.20
28.60,28.59,0.77,1.20
28.60,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.61,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.62,28.59,0.77,1.20
28.63,28.59,0.77,1.20
28.64,28.59,0.77,1.20
28.64,28.59,0.77,1.20
28.64,28.59,0.77,1.20
28.65,28.59,0.77,1.20
28.65,28.59,0.77,1.20
28.66,28.59,0.77,1.20
28.66,28.59,0.77,1.20
28.66,28.59,0.77,1.20
28.67,28.59,0.77,1.20
28.67,28.59,0.77,1.20
28.68,28.59,0.77,1.20
28.68,28.59,0.77,1.20
28.68,28.59,0.77,1.20
28.68,28.59,0.77,1.20
28.69,28.59,0.77,1.20
28.69,28.59,0.77,1.20
28.69,28.59,0.77,1.20
28.69,28.59,0.77,1.20
28.69,28.59,0.77,1.20
28.69,28.59,0.77,1.20
28.70,28.59,0.77,1.20
28.70,28.59,0.77,1.20
28.71,28.59,0.77,1.20
28.71,28.59,0.77,1.20
28.71,28.59,0.77,1.20
28.71,28.59,0.77,1.20
28.72,28.59,0.77,1.20
28.72,28.59,0.77,1.20
28.73,28.59,0.77,1.20
28.73,28.59,0.77,1.20
28.73,28.59,0.77,1.20
28.73,28.59,0.77,1.20
28.74,28.59,0.77,1.20
28.74,28.59,0.77,1.20
28.75,28.59,0.77,1.20
28.75,28.59,0.77,1.20
28.75,28.59,0.77,1.20
28.75,28.59,0.77,1.20
28.75,28.59,0.77,1.20
28.76,28.59,0.77,1.20
28.76,28.59,0.77,1.20
28.76,28.59,0.77,1.20
28.76,28.59,0.77,1.20
28.77,28.59,0.77,1.20
28.77,28.59,0.77,1.20
28.78,28.59,0.77,1.20
28.78,28.59,0.77,1.20
28.79,28.59,0.77,1.20
28.79,28.59,0.77,1.20
28.80,28.59,0.77,1.20
28.80,28.59,0.77,1.20
28.80,28.59,0.77,1.20
28.80,28.59,0.77,1.20
28.80,28.59,0.77,1.20
28.81,28.59,0.77,1.20
28.81,28.59,0.77,1.20
28.81,28.59,0.77,1.20
28.82,28.59,0.77,1.20
28.82,28.59,0.77,1.20
28.82,28.59,0.77,1.20
28.82,28.59,0.77,1.20
28.82,28.59,0.77,1.20
28.83,28.59,0.77,1.20
28.83,28.59,0.77,1.20
28.83,28.59,0.77,1.20
28.83,28.59,0.77,1.20
28.84,28.59,0.77,1.20
28.84,28.59,0.77,1.20
28.84,28.59,0.77,1.20
28.84,28.59,0.77,1.20
28.84,28.59,0.77,1.20
28.84,28.59,0.77,1.20
28.85,28.59,0.77,1.20
28.85,28.59,0.77,1.20
